3227						
0	Fungi						
0	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	unidentified	unidentified	unidentified
21	Fungi	Ascomycota					
0	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
54	Fungi	Ascomycota	Dothideomycetes				
0	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae		
0	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	
0	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Dothiorella	
13	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	
8	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
0	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae		
0	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	
0	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Extremaceae		
0	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae		
0	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	
0	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
60	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
0	Fungi	Ascomycota	Dothideomycetes	Dothideales			
0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	
0	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Eremomycetaceae	Arthrographis	
0	Fungi	Ascomycota	Dothideomycetes	Minutisphaerales	Minutisphaeraceae	Minutisphaera	
0	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	Elsinoe	
0	Fungi	Ascomycota	Dothideomycetes	Mytilinidales	Gloniaceae	Cenococcum	
5	Fungi	Ascomycota	Dothideomycetes	Patellariales			
49	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae		
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Dictyosporium	
2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
30	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Spegazzinia	
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae		
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae		
18	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae		
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae		
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis		
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Hermatomyces	
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Nigrograna	
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pseudorobillarda	
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pseudorobillarda	Pseudorobillarda_phragmitis
5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	
2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae		
14	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Roussoella	
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae		
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	
0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
7	Fungi	Ascomycota	Dothideomycetes	Tubeufiales			
0	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
0	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Tubeufia	
0	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	unidentified	unidentified
0	Fungi	Ascomycota	Dothideomycetes	Venturiales			
9	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae		
0	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	
0	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Pseudosigmoidea	
8	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	unidentified	unidentified
0	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae		
0	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	
0	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	unidentified	unidentified
0	Fungi	Ascomycota	Dothideomycetes	Venturiales	unidentified	unidentified	unidentified
12	Fungi	Ascomycota	Dothideomycetes	unidentified	unidentified	unidentified	unidentified
0	Fungi	Ascomycota	Eurotiomycetes				
16	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	
8	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
25	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	unidentified
0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	
0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Minimelanolocus	
0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	unidentified
0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	unidentified
0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae		
4	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
0	Fungi	Ascomycota	Eurotiomycetes	Coryneliales	Coryneliaceae		
0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales			
10	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae		
0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_flavus
0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Hamigera	
0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Monascus	
687	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_bilaiae
0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_sclerotiorum
31	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_simplicissimum
0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Thermoascus	Thermoascus_crustaceus
0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae		
